14,19,12,31,7,,,,,,,,,,,,,,,,,,
14,18,6,19,12,,,,,,,,,,,,,,,,,,
13,11,26,3,12,6,12,24,26,3,12,1,3,12,6,12,-1,27,1,19,13,,
18,27,3,13,,,,,,,,,,,,,,,,,,,
18,11,26,6,18,6,12,3,12,,,,,,,,,,,,,,
18,30,24,26,12,6,18,3,12,,,,,,,,,,,,,,
18,30,20,26,35,3,12,11,26,29,,,,,,,,,,,,,
18,11,26,20,6,12,1,18,30,20,7,6,3,12,6,3,12,,,,,,
18,27,23,3,12,,,,,,,,,,,,,,,,,,
14,18,27,20,26,3,12,,,,,,,,,,,,,,,,
18,14,18,27,19,12,6,14,,,,,,,,,,,,,,,
20,11,18,26,7,6,3,7,12,,,,,,,,,,,,,,
12,27,18,30,,,,,,,,,,,,,,,,,,,
6,18,30,3,13,30,12,18,30,,,,,,,,,,,,,,
18,30,14,14,31,6,14,,,,,,,,,,,,,,,,
18,30,2,7,6,3,12,12,12,12,,,,,,,,,,,,,
36,18,26,,,,,,,,,,,,,,,,,,,,
18,20,27,18,3,12,12,,,,,,,,,,,,,,,,
3,30,3,7,13,6,18,11,20,26,28,3,12,6,18,20,,,,,,,
14,14,12,18,6,6,3,12,12,14,31,29,23,,,,,,,,,,
20,18,30,20,7,6,3,7,12,1,12,12,13,30,7,,,,,,,,
18,30,24,26,3,12,12,,,,,,,,,,,,,,,,
18,11,26,12,3,12,1,7,12,17,12,3,12,,,,,,,,,,
12,12,18,20,24,26,12,,,,,,,,,,,,,,,,
18,30,29,24,14,1,12,13,7,,,,,,,,,,,,,,
18,30,20,26,19,-1,20,11,18,26,23,,,,,,,,,,,,
14,18,30,33,20,18,30,24,26,28,,,,,,,,,,,,,
14,18,30,33,18,30,,,,,,,,,,,,,,,,,
33,30,19,13,6,13,,,,,,,,,,,,,,,,,
18,27,19,12,,,,,,,,,,,,,,,,,,,
18,27,20,26,12,24,26,18,,,,,,,,,,,,,,,
18,30,7,18,30,28,3,12,,,,,,,,,,,,,,,
3,12,18,11,26,23,3,12,1,13,,,,,,,,,,,,,
36,18,30,3,,,,,,,,,,,,,,,,,,,
6,18,30,20,29,3,12,24,26,19,14,12,12,30,20,,,,,,,,
14,18,30,6,4,31,12,20,18,30,,,,,,,,,,,,,
18,27,6,18,30,13,24,26,3,12,,,,,,,,,,,,,
18,30,28,24,26,3,12,6,14,3,12,12,,,,,,,,,,,
14,18,30,6,18,30,3,13,,,,,,,,,,,,,,,
14,18,24,19,14,20,,,,,,,,,,,,,,,,,
3,12,31,19,12,-1,13,20,,,,,,,,,,,,,,,
18,11,26,29,6,18,,,,,,,,,,,,,,,,,
20,18,11,26,12,12,6,3,29,12,1,3,12,32,31,3,7,12,,,,,
3,31,19,9,12,,,,,,,,,,,,,,,,,,
18,11,26,20,24,18,6,8,,,,,,,,,,,,,,,
18,30,24,26,24,14,12,,,,,,,,,,,,,,,,
18,11,26,18,6,12,1,12,,,,,,,,,,,,,,,
1,6,18,30,18,19,12,18,11,26,18,,,,,,,,,,,,
18,11,26,18,12,24,26,13,6,3,12,,,,,,,,,,,,
36,18,30,14,24,26,6,6,3,21,14,,,,,,,,,,,,
18,30,18,11,26,19,12,,,,,,,,,,,,,,,,
18,11,26,6,3,14,,,,,,,,,,,,,,,,,
6,19,13,3,14,11,26,,,,,,,,,,,,,,,,
28,27,3,6,3,18,31,20,7,20,1,8,6,19,13,6,3,12,12,,,,
18,30,3,12,31,7,,,,,,,,,,,,,,,,,
3,12,11,26,8,6,28,18,31,,,,,,,,,,,,,,
33,30,18,26,6,28,7,6,12,6,14,,,,,,,,,,,,
18,11,26,24,3,12,6,14,,,,,,,,,,,,,,,
36,18,26,3,12,,,,,,,,,,,,,,,,,,
18,27,7,24,26,6,18,,,,,,,,,,,,,,,,
18,30,18,11,26,3,7,12,18,,,,,,,,,,,,,,
13,6,18,30,29,7,,,,,,,,,,,,,,,,,
28,6,19,12,3,31,20,6,18,,,,,,,,,,,,,,
2,31,18,6,18,,,,,,,,,,,,,,,,,,
33,31,19,12,,,,,,,,,,,,,,,,,,,
12,7,1,6,28,13,18,7,,,,,,,,,,,,,,,
19,12,12,31,20,6,7,6,13,20,20,,,,,,,,,,,,
18,30,20,6,12,,,,,,,,,,,,,,,,,,
20,18,20,27,3,13,6,14,14,6,14,,,,,,,,,,,,
18,11,26,24,26,8,6,19,7,12,,,,,,,,,,,,,
20,18,11,26,12,12,,,,,,,,,,,,,,,,,
14,18,30,6,3,31,14,,,,,,,,,,,,,,,,
18,11,26,18,24,3,12,,,,,,,,,,,,,,,,
3,7,13,27,12,1,18,11,20,26,7,13,,,,,,,,,,,
36,18,30,3,2,6,3,12,12,,,,,,,,,,,,,,
14,18,30,28,24,26,6,14,3,14,6,14,,,,,,,,,,,
36,18,26,29,23,6,3,12,12,,,,,,,,,,,,,,
33,27,19,13,30,23,1,35,30,19,13,30,23,6,13,,,,,,,,
3,13,18,8,12,12,,,,,,,,,,,,,,,,,
12,13,30,12,13,29,24,19,12,,,,,,,,,,,,,,
12,30,24,26,18,20,,,,,,,,,,,,,,,,,
20,18,30,20,7,6,12,13,24,26,12,29,13,,,,,,,,,,
6,24,19,7,12,,,,,,,,,,,,,,,,,,
20,18,30,24,20,26,1,26,6,3,3,13,,,,,,,,,,,
36,20,3,13,18,30,,,,,,,,,,,,,,,,,
35,7,12,12,30,18,26,1,26,24,18,,,,,,,,,,,,
33,30,19,7,13,6,14,14,,,,,,,,,,,,,,,
6,24,3,12,12,30,18,26,3,12,6,12,,,,,,,,,,,
36,20,31,6,18,11,26,24,26,,,,,,,,,,,,,,
14,31,18,30,18,3,12,27,18,26,18,,,,,,,,,,,,
13,6,28,19,12,,,,,,,,,,,,,,,,,,
18,27,19,13,6,2,12,,,,,,,,,,,,,,,,
18,31,6,19,12,31,28,6,7,,,,,,,,,,,,,,
18,30,19,13,30,20,24,26,12,,,,,,,,,,,,,,
18,11,26,18,6,3,12,1,20,,,,,,,,,,,,,,
20,31,19,14,12,,,,,,,,,,,,,,,,,,
13,6,19,12,,,,,,,,,,,,,,,,,,,
35,11,18,26,14,14,-1,,,,,,,,,,,,,,,,
36,18,28,24,26,12,,,,,,,,,,,,,,,,,
18,27,6,12,19,13,6,14,14,,,,,,,,,,,,,,
18,20,11,26,24,26,24,3,12,12,12,1,18,11,26,24,26,3,12,,,,
20,3,11,26,18,,,,,,,,,,,,,,,,,,
18,30,28,24,12,1,26,23,3,14,,,,,,,,,,,,,
14,24,18,7,,,,,,,,,,,,,,,,,,,
14,18,6,3,12,1,18,30,20,28,3,12,3,12,,,,,,,,,
1,29,18,6,3,7,7,,,,,,,,,,,,,,,,
18,11,26,3,7,6,19,13,,,,,,,,,,,,,,,
18,27,23,6,3,12,6,12,,,,,,,,,,,,,,,
3,31,7,1,31,18,7,20,,,,,,,,,,,,,,,
18,30,29,28,19,13,,,,,,,,,,,,,,,,,
3,18,27,19,12,1,30,20,26,2,,,,,,,,,,,,,
36,18,30,,,,,,,,,,,,,,,,,,,,
18,30,3,24,26,19,12,12,,,,,,,,,,,,,,,
18,30,16,3,12,13,1,20,7,12,,,,,,,,,,,,,
35,7,12,18,26,18,,,,,,,,,,,,,,,,,
20,31,19,12,12,6,14,12,,,,,,,,,,,,,,,
13,31,19,12,,,,,,,,,,,,,,,,,,,
6,18,30,3,13,30,30,20,26,24,26,18,,,,,,,,,,,
3,13,18,27,23,30,12,,,,,,,,,,,,,,,,
14,18,6,19,12,,,,,,,,,,,,,,,,,,
36,18,30,18,27,3,12,20,,,,,,,,,,,,,,,
4,27,3,12,27,24,19,12,,,,,,,,,,,,,,,
14,12,18,31,20,7,6,3,12,,,,,,,,,,,,,,
18,27,23,3,13,6,28,1,7,12,,,,,,,,,,,,,
18,11,26,18,7,12,24,26,,,,,,,,,,,,,,,
36,18,30,24,14,,,,,,,,,,,,,,,,,,
13,6,12,12,1,13,26,18,7,1,7,,,,,,,,,,,,
6,29,6,19,7,12,3,14,14,12,12,6,14,27,3,12,12,12,,,,,
18,11,26,20,24,18,6,3,,,,,,,,,,,,,,,
6,3,12,31,18,7,24,26,18,13,6,3,13,18,27,6,,,,,,,
14,6,14,14,1,18,30,18,30,24,26,14,12,31,,,,,,,,,
18,30,14,24,26,29,6,3,12,,,,,,,,,,,,,,
18,30,19,12,6,35,24,26,6,14,14,,,,,,,,,,,,
36,18,26,7,12,7,12,1,26,13,,,,,,,,,,,,,
14,18,6,19,12,,,,,,,,,,,,,,,,,,
12,30,3,12,6,18,11,26,18,8,20,6,3,12,,,,,,,,,
18,30,29,3,7,13,32,11,26,6,18,,,,,,,,,,,,
18,30,3,30,7,,,,,,,,,,,,,,,,,,
18,30,3,20,29,1,7,12,1,20,20,12,,,,,,,,,,,
18,27,20,26,24,26,3,,,,,,,,,,,,,,,,
19,12,31,20,28,6,19,12,,,,,,,,,,,,,,,
36,18,27,3,12,6,14,20,,,,,,,,,,,,,,,
18,11,20,26,6,,,,,,,,,,,,,,,,,,
13,6,18,11,26,21,12,6,12,,,,,,,,,,,,,,
12,13,18,,,,,,,,,,,,,,,,,,,,
20,18,11,26,18,6,3,7,12,6,14,20,26,23,3,12,6,18,30,29,,,
1,18,30,20,26,,,,,,,,,,,,,,,,,,
32,11,26,19,12,6,3,12,6,14,,,,,,,,,,,,,
14,18,30,,,,,,,,,,,,,,,,,,,,
3,18,31,20,3,7,12,6,19,13,-1,18,31,14,14,,,,,,,,
14,31,3,7,12,18,11,26,6,28,29,24,3,14,,,,,,,,,
36,18,20,24,26,3,12,,,,,,,,,,,,,,,,
18,31,3,12,24,26,19,7,12,12,,,,,,,,,,,,,
12,8,6,14,-1,12,3,13,6,18,,,,,,,,,,,,,
18,27,13,6,3,12,6,12,13,,,,,,,,,,,,,,
12,19,12,20,12,,,,,,,,,,,,,,,,,,
6,18,30,20,20,26,19,7,12,20,,,,,,,,,,,,,
14,27,19,12,6,14,,,,,,,,,,,,,,,,,
14,18,6,13,,,,,,,,,,,,,,,,,,,
18,30,3,13,1,18,20,30,3,7,23,,,,,,,,,,,,
14,18,1,14,30,6,18,30,3,13,13,30,,,,,,,,,,,
12,12,3,12,6,12,3,13,24,18,,,,,,,,,,,,,
18,11,26,24,26,3,12,12,24,18,8,12,,,,,,,,,,,
33,12,6,12,30,18,26,,,,,,,,,,,,,,,,
36,18,26,3,14,,,,,,,,,,,,,,,,,,
36,12,30,12,24,12,19,7,,,,,,,,,,,,,,,
36,29,20,7,6,12,19,12,12,,,,,,,,,,,,,,
36,18,26,12,24,3,29,12,,,,,,,,,,,,,,,
36,18,26,23,6,3,12,6,3,12,12,6,12,30,12,,,,,,,,
14,18,30,35,18,30,3,13,6,14,,,,,,,,,,,,,
6,3,13,30,18,31,6,18,30,24,26,20,1,26,23,3,13,,,,,,
28,24,13,3,12,31,20,24,26,3,14,6,14,6,14,31,29,18,,,,,
20,6,18,30,24,26,3,12,,,,,,,,,,,,,,,
36,18,26,30,7,18,31,3,7,12,,,,,,,,,,,,,
20,27,24,26,18,3,7,,,,,,,,,,,,,,,,
36,18,30,7,3,12,12,31,29,,,,,,,,,,,,,,
20,19,12,31,29,29,6,15,24,14,3,14,12,11,26,29,6,19,12,,,,
14,12,24,19,12,,,,,,,,,,,,,,,,,,
14,18,6,18,27,20,26,18,,,,,,,,,,,,,,,
18,27,3,12,,,,,,,,,,,,,,,,,,,
36,18,30,3,2,13,6,14,12,,,,,,,,,,,,,,
36,18,30,1,12,6,3,7,12,,,,,,,,,,,,,,
18,11,26,18,,,,,,,,,,,,,,,,,,,
18,11,26,6,13,6,14,14,1,14,,,,,,,,,,,,,
28,3,31,7,18,11,26,20,6,18,,,,,,,,,,,,,
18,30,18,31,29,18,19,13,,,,,,,,,,,,,,,
14,18,6,19,12,,,,,,,,,,,,,,,,,,
18,30,29,6,20,28,19,12,,,,,,,,,,,,,,,
3,31,3,9,12,18,30,6,3,12,1,18,31,3,20,7,12,12,12,12,,,
14,19,12,12,12,12,3,13,6,24,26,12,24,26,14,13,,,,,,,
18,20,30,24,3,12,12,,,,,,,,,,,,,,,,
12,19,12,24,14,14,,,,,,,,,,,,,,,,,
36,18,30,19,12,24,14,14,6,14,,,,,,,,,,,,,
6,28,14,14,17,12,18,30,18,11,26,9,29,6,3,12,12,12,,,,,
12,27,19,12,24,14,14,,,,,,,,,,,,,,,,
18,30,14,13,3,12,,,,,,,,,,,,,,,,,
14,18,6,12,6,18,6,14,,,,,,,,,,,,,,,
18,27,28,20,7,6,3,12,12,,,,,,,,,,,,,,
20,19,7,12,11,26,6,18,24,26,3,7,12,,,,,,,,,,
12,12,19,12,13,35,7,,,,,,,,,,,,,,,,
36,18,26,20,3,12,24,14,,,,,,,,,,,,,,,
18,11,26,29,13,,,,,,,,,,,,,,,,,,
18,11,26,13,,,,,,,,,,,,,,,,,,,
7,18,27,21,12,,,,,,,,,,,,,,,,,,
6,18,30,28,24,26,3,12,31,12,,,,,,,,,,,,,
18,30,6,3,12,12,,,,,,,,,,,,,,,,,
18,11,26,23,6,12,6,14,,,,,,,,,,,,,,,
33,20,30,18,30,24,26,29,6,7,,,,,,,,,,,,,
18,11,26,18,6,3,12,12,12,,,,,,,,,,,,,,
14,18,30,3,12,1,12,,,,,,,,,,,,,,,,
14,18,30,6,18,30,,,,,,,,,,,,,,,,,
4,31,2,12,6,32,18,27,7,,,,,,,,,,,,,,
6,13,11,20,18,26,29,6,3,12,6,3,12,1,19,13,26,29,,,,,
3,12,31,12,24,18,,,,,,,,,,,,,,,,,
14,18,6,19,12,,,,,,,,,,,,,,,,,,
18,30,29,6,3,12,12,,,,,,,,,,,,,,,,
18,30,29,28,6,3,12,24,19,12,12,12,12,6,3,12,,,,,,,
14,18,30,3,13,,,,,,,,,,,,,,,,,,
6,18,30,29,7,13,18,30,,,,,,,,,,,,,,,
20,19,12,31,29,29,,,,,,,,,,,,,,,,,
28,3,12,12,18,30,28,24,26,6,3,12,12,6,14,14,,,,,,,
6,19,7,12,12,18,30,8,7,6,19,12,28,14,12,,,,,,,,
14,18,6,3,12,,,,,,,,,,,,,,,,,,
18,27,23,24,18,12,6,19,7,12,,,,,,,,,,,,,
18,27,19,12,1,29,18,,,,,,,,,,,,,,,,
18,30,28,24,20,12,14,24,26,3,13,,,,,,,,,,,,
20,11,18,26,3,13,,,,,,,,,,,,,,,,,
20,18,30,3,13,1,13,18,11,26,18,24,18,20,18,11,26,19,12,,,,
14,18,30,6,18,30,8,12,,,,,,,,,,,,,,,
18,30,18,3,31,7,6,18,,,,,,,,,,,,,,,
20,18,11,26,3,13,6,14,,,,,,,,,,,,,,,
14,18,6,19,12,12,6,18,30,18,,,,,,,,,,,,,
36,18,28,3,12,1,12,6,3,12,,,,,,,,,,,,,
33,12,11,18,26,6,12,12,,,,,,,,,,,,,,,
18,20,27,24,26,18,3,7,12,,,,,,,,,,,,,,
18,30,20,29,6,7,3,7,12,,,,,,,,,,,,,,
18,30,20,28,3,13,,,,,,,,,,,,,,,,,
20,31,3,12,6,3,12,18,30,6,12,,,,,,,,,,,,
18,30,24,14,,,,,,,,,,,,,,,,,,,
18,27,18,11,20,26,12,,,,,,,,,,,,,,,,
36,18,28,6,12,6,13,24,26,12,,,,,,,,,,,,,
18,27,20,26,3,12,6,3,12,1,3,12,,,,,,,,,,,
6,3,13,27,18,30,6,3,12,,,,,,,,,,,,,,
18,27,28,3,7,2,6,6,12,,,,,,,,,,,,,,
33,12,6,12,12,11,18,26,,,,,,,,,,,,,,,
18,30,18,30,7,24,26,13,29,23,,,,,,,,,,,,,
13,31,29,3,12,24,14,6,19,12,,,,,,,,,,,,,
18,30,3,12,18,31,,,,,,,,,,,,,,,,,
36,18,26,3,13,12,1,13,6,18,20,,,,,,,,,,,,
35,7,11,26,12,13,6,14,13,18,,,,,,,,,,,,,
36,18,28,2,6,3,13,6,3,12,,,,,,,,,,,,,
14,24,18,3,12,,,,,,,,,,,,,,,,,,
12,12,18,6,18,30,3,13,31,7,13,6,12,,,,,,,,,,
18,31,6,12,6,12,20,6,18,11,26,20,6,,,,,,,,,,
20,31,3,12,6,3,12,18,30,6,12,,,,,,,,,,,,
14,18,6,18,30,3,13,,,,,,,,,,,,,,,,
12,6,18,27,24,26,18,,,,,,,,,,,,,,,,
20,27,18,30,6,3,12,,,,,,,,,,,,,,,,
18,27,18,27,8,,,,,,,,,,,,,,,,,,
18,30,29,28,20,24,3,12,12,1,13,12,,,,,,,,,,,
14,18,6,3,13,,,,,,,,,,,,,,,,,,
18,11,26,19,12,3,12,1,26,18,26,,,,,,,,,,,,
18,30,24,14,14,3,12,,,,,,,,,,,,,,,,
18,30,20,26,33,13,3,12,,,,,,,,,,,,,,,
6,12,13,18,11,26,18,26,,,,,,,,,,,,,,,
6,18,11,26,6,18,31,3,12,3,12,,,,,,,,,,,,
18,30,6,27,3,7,12,24,26,,,,,,,,,,,,,,
18,30,18,30,29,6,3,12,,,,,,,,,,,,,,,
18,30,6,18,11,26,29,3,12,12,,,,,,,,,,,,,
36,18,26,18,26,3,12,,,,,,,,,,,,,,,,
13,6,3,19,12,6,20,,,,,,,,,,,,,,,,
36,18,26,7,3,6,,,,,,,,,,,,,,,,,
6,3,7,12,12,6,3,12,11,26,3,12,1,12,20,6,18,27,7,,,,
33,31,19,12,,,,,,,,,,,,,,,,,,,
14,6,20,6,18,30,3,12,24,26,,,,,,,,,,,,,
18,11,26,18,3,12,6,12,,,,,,,,,,,,,,,
35,30,18,30,18,,,,,,,,,,,,,,,,,,
18,11,26,18,6,3,12,,,,,,,,,,,,,,,,
12,14,27,18,27,20,28,6,14,6,6,13,6,19,12,13,,,,,,,
14,27,18,31,20,28,12,12,6,14,20,,,,,,,,,,,,
18,30,20,29,24,26,3,13,6,29,12,,,,,,,,,,,,
14,18,6,28,6,3,12,,,,,,,,,,,,,,,,
35,7,11,18,26,,,,,,,,,,,,,,,,,,
14,18,6,9,13,6,18,6,3,7,12,,,,,,,,,,,,
18,30,24,14,14,6,14,14,,,,,,,,,,,,,,,
14,1,18,30,18,28,6,18,6,14,,,,,,,,,,,,,
14,20,29,18,3,12,,,,,,,,,,,,,,,,,
12,27,6,19,12,,,,,,,,,,,,,,,,,,
18,31,18,24,26,18,23,,,,,,,,,,,,,,,,
14,1,18,30,3,31,3,12,,,,,,,,,,,,,,,
18,30,19,12,12,,,,,,,,,,,,,,,,,,
18,30,7,24,26,19,12,1,29,24,26,,,,,,,,,,,,
14,18,6,19,13,,,,,,,,,,,,,,,,,,
18,27,20,26,3,12,6,12,29,1,29,,,,,,,,,,,,
12,30,18,3,12,,,,,,,,,,,,,,,,,,
3,9,12,11,26,20,24,26,18,24,18,,,,,,,,,,,,
20,18,11,26,21,7,24,12,3,12,,,,,,,,,,,,,
20,18,11,26,24,26,24,14,12,,,,,,,,,,,,,,
18,27,20,26,3,14,14,6,14,,,,,,,,,,,,,,
36,18,27,18,6,12,6,18,,,,,,,,,,,,,,,
18,11,26,24,18,7,12,,,,,,,,,,,,,,,,
18,11,26,18,27,,,,,,,,,,,,,,,,,,
18,11,26,24,26,1,26,3,12,,,,,,,,,,,,,,
14,18,30,6,18,30,3,12,6,3,,,,,,,,,,,,,
18,30,20,24,28,6,18,,,,,,,,,,,,,,,,
14,24,18,12,,,,,,,,,,,,,,,,,,,
18,30,28,3,7,12,12,1,12,13,,,,,,,,,,,,,
18,20,27,,,,,,,,,,,,,,,,,,,,
18,27,18,3,29,12,,,,,,,,,,,,,,,,,
14,18,6,19,12,3,12,,,,,,,,,,,,,,,,
18,30,18,1,14,12,3,12,6,3,12,,,,,,,,,,,,
36,18,30,3,12,6,3,12,1,12,12,,,,,,,,,,,,
6,20,30,18,1,18,11,26,23,35,20,,,,,,,,,,,,
18,27,20,28,24,26,3,14,3,12,,,,,,,,,,,,,
36,18,27,14,14,6,24,3,,,,,,,,,,,,,,,
33,30,18,26,,,,,,,,,,,,,,,,,,,
18,20,30,3,13,32,18,27,7,12,,,,,,,,,,,,,
20,6,3,13,6,19,12,30,20,7,,,,,,,,,,,,,
18,30,29,21,12,6,12,19,13,,,,,,,,,,,,,,
18,27,23,7,12,,,,,,,,,,,,,,,,,,
28,3,14,12,18,11,26,18,24,14,14,6,14,,,,,,,,,,
14,18,30,35,18,30,24,26,3,7,12,,,,,,,,,,,,
18,30,20,26,35,19,13,30,20,26,3,12,20,,,,,,,,,,
18,31,20,6,3,12,6,18,11,26,,,,,,,,,,,,,
36,18,20,20,,,,,,,,,,,,,,,,,,,
36,18,20,27,12,,,,,,,,,,,,,,,,,,
18,11,20,26,3,6,3,7,2,13,,,,,,,,,,,,,
18,30,18,24,26,3,23,20,,,,,,,,,,,,,,,
18,11,20,26,6,3,12,6,12,,,,,,,,,,,,,,
3,7,12,12,6,14,1,18,11,26,7,,,,,,,,,,,,
6,3,12,31,20,28,18,31,6,18,11,26,3,13,20,,,,,,,,
3,13,18,27,29,20,,,,,,,,,,,,,,,,,
20,30,3,2,13,18,27,,,,,,,,,,,,,,,,
14,30,18,26,6,18,30,24,26,3,7,7,12,6,14,,,,,,,,
18,11,26,18,20,,,,,,,,,,,,,,,,,,
18,20,30,6,3,7,12,31,21,6,12,1,4,11,26,7,13,,,,,,
14,24,18,20,,,,,,,,,,,,,,,,,,,
14,1,14,3,12,6,7,31,28,3,8,6,18,,,,,,,,,,
36,18,26,7,24,12,19,12,6,12,,,,,,,,,,,,,
18,30,7,3,12,1,20,30,24,26,3,12,3,12,,,,,,,,,
18,30,24,14,17,12,12,1,27,3,12,,,,,,,,,,,,
18,11,26,29,13,,,,,,,,,,,,,,,,,,
18,11,26,28,19,13,,,,,,,,,,,,,,,,,
29,6,19,7,13,18,31,3,14,,,,,,,,,,,,,,
14,18,30,33,31,3,7,12,12,,,,,,,,,,,,,,
18,11,26,23,3,12,6,14,,,,,,,,,,,,,,,
36,18,28,6,12,18,11,,,,,,,,,,,,,,,,
18,30,3,12,11,26,29,20,21,,,,,,,,,,,,,,
14,18,30,6,3,31,7,,,,,,,,,,,,,,,,
3,11,26,20,7,,,,,,,,,,,,,,,,,,
20,18,11,20,26,3,7,12,,,,,,,,,,,,,,,
6,12,6,14,1,14,18,27,7,6,18,30,7,13,6,12,1,12,,,,,
1,18,30,3,12,6,18,31,12,,,,,,,,,,,,,,
6,3,6,18,30,3,13,35,31,20,30,24,26,2,7,13,,,,,,,
18,11,26,1,26,18,26,33,18,30,,,,,,,,,,,,,
6,18,30,20,29,3,12,18,11,26,7,24,26,3,7,12,,,,,,,
33,27,18,30,23,6,12,12,30,6,13,1,13,,,,,,,,,,
20,31,33,18,30,24,26,,,,,,,,,,,,,,,,
18,11,26,24,26,3,12,6,3,12,,,,,,,,,,,,,
18,27,7,6,18,27,29,3,12,12,,,,,,,,,,,,,
18,11,26,12,6,3,12,,,,,,,,,,,,,,,,
14,18,6,18,30,3,12,,,,,,,,,,,,,,,,
18,11,26,6,14,14,24,26,3,7,13,,,,,,,,,,,,
18,30,24,14,14,1,18,27,7,2,6,3,7,7,12,6,3,12,12,,,,
6,20,11,18,26,19,12,12,18,6,7,17,1,13,,,,,,,,,
18,30,6,12,12,,,,,,,,,,,,,,,,,,
6,3,13,30,7,20,18,30,20,29,3,7,12,6,3,12,6,3,12,,,,
36,18,30,6,18,30,28,6,3,12,13,,,,,,,,,,,,
33,11,26,19,12,6,3,12,,,,,,,,,,,,,,,
18,27,18,6,6,18,27,6,18,,,,,,,,,,,,,,
3,31,24,26,29,6,6,19,12,,,,,,,,,,,,,,
36,19,14,12,3,12,6,18,27,18,6,,,,,,,,,,,,
18,31,11,26,13,6,18,30,24,,,,,,,,,,,,,,
18,11,26,33,18,30,,,,,,,,,,,,,,,,,
18,30,28,3,14,3,12,6,14,12,,,,,,,,,,,,,
18,30,18,11,26,3,7,12,,,,,,,,,,,,,,,
14,18,6,18,30,3,12,,,,,,,,,,,,,,,,
6,7,18,30,24,26,29,6,3,12,12,20,6,18,30,20,29,,,,,,
33,27,18,26,6,12,,,,,,,,,,,,,,,,,
18,11,26,24,26,3,12,6,12,29,28,,,,,,,,,,,,
14,14,14,31,6,28,6,13,13,1,13,31,20,6,7,6,19,12,31,,,,
20,6,13,18,30,20,29,,,,,,,,,,,,,,,,
18,30,18,30,20,29,12,1,3,31,3,12,12,,,,,,,,,,
14,35,18,30,29,1,18,11,26,7,,,,,,,,,,,,,
14,18,31,20,7,,,,,,,,,,,,,,,,,,
